text,label
"Glideslope, localizer blue, Ketsri, Dole, AP1 and 0",Approach
"Glideslope, localizer blue, Ketsri, Dole, AP one and zero",Approach
"Glideslope star, lock star",Approach
"Ketsri, single",Approach
Flaps 2.,Approach
"Flaps 2, Speed checked",Approach
Speed checked  Flaps 2.,Approach
Flaps two,Approach
"Flaps two, Speed checked",Approach
"Speed checked,  Flaps two.",Approach
"[MASK], established, ILS runway [MASK]",Approach
Flaps 2.,Approach
Flaps five.,Approach
Altimeters.,Approach
"American twenty one ninety-seven, reduce your final approach speed.",Approach
Flaps twenty.,Approach
"Speed checks, flaps twenty.",Approach
Flaps 20.,Approach
"Speed checks, 20.",Approach
"Runway one six right, clear to land.",Approach
"Clear to land,",Approach
Gear down.,Approach
Landing gear down.,Approach
"Checklist down to flaps, cabin, secure altimeters, speedbrake armed, landing gear, down, check, flaps to go.",Approach
Speed check flaps twenty-five.,Approach
Speed check flaps 25.,Approach
Speed check flaps twenty five.,Approach
Flaps thirty.,Approach
Speed check flaps thirty.,Approach
Complete landing checklist.,Approach
Approaching minimums,Approach
Minimums,Approach
Intercepting localizer runway 27L,Approach
"Glideslope captured, 1500 feet AGL",Approach
"Localizer centered, approaching glide path",Approach
"Passing 2000 feet, stable approach",Approach
"Runway 16R in sight, continuing approach",Approach
Cleared visual approach runway 34,Approach
Established on RNAV approach,Approach
Passing final approach fix,Approach
"Autopilot off, manual control",Approach
"Speed 140 knots, on glide path",Approach
"Passing 1000 feet, approach stable",Approach
Runway environment in sight,Approach
Continuing below decision height,Approach
Landing clearance received,Approach
Full landing configuration set,Approach
Speed brakes armed,Approach
"Passing 500 feet, on course",Approach
Approaching decision altitude,Approach
Runway lights in sight,Approach
Final approach speed stabilized,Approach
"Munich Approach, Lufthansa 456, FL 80, with information Q, inbound from north",Approach
"Descend to 4000 feet, QNH 1012, vectors ILS 26L, Lufthansa 456",Approach
"SWISS 789, turn left heading 210, intercept localizer runway 26L",Approach
"Left heading 210, intercept localizer 26L, SWISS 789",Approach
"Austrian Airlines 112, reduce speed to 180 knots, maintain 4000 feet until established",Approach
"Reduce speed to 180 knots, maintain 4000 feet, Austrian Airlines 112",Approach
"Brussels Airlines 334, established localizer runway 26L",Approach
"Brussels Airlines 334, cleared ILS approach runway 26L, maintain 3000 feet until glidepath interception",Approach
"Cleared ILS approach runway 26L, maintain 3000 feet, Brussels Airlines 334",Approach
"Eurowings 567, turn right heading 270, descend to 3000 feet, QNH 1012",Approach
"Right heading 270, descend to 3000 feet, QNH 1012, Eurowings 567",Approach
"Lufthansa 891, report established on glidepath",Approach
"Lufthansa 891, established on glidepath",Approach
"Air France 223, cleared visual approach runway 26L, report field in sight",Approach
"Cleared visual approach runway 26L, looking for field, Air France 223",Approach
"British Airways 445, continue approach, preceding traffic on short final",Approach
"Continue approach, British Airways 445",Approach
"KLM 667, cleared RNAV approach runway 26R, maintain 2500 feet until FAF",Approach
"Cleared RNAV approach runway 26R, maintain 2500 feet, KLM 667",Approach
"Iberia 889, final runway 26L",Approach
"Iberia 889, cleared to land runway 26L, wind 260 degrees 8 knots",Approach
"Cleared to land runway 26L, Iberia 889",Approach
"Turkish Airlines 556, go around, missed approach procedure",Approach
"Going around, Turkish Airlines 556",Approach
"SAS 778, maintain 2000 feet, vectoring for another approach",Approach
"Maintaining 2000 feet, SAS 778",Approach
"TAP Air Portugal 990, established on localizer, glidepath alive",Approach
"TAP 990, cleared ILS approach runway 26L",Approach
"Cleared ILS approach runway 26L, TAP 990",Approach
"Lufthansa 234, reduce speed to 160 knots, traffic on 4 mile final",Approach
"Reduce speed to 160 knots, Lufthansa 234",Approach
"Eurowings Discover 116, turn right heading 240, intercept localizer runway 26R",Approach
"Right heading 240, intercept localizer 26R, Eurowings Discover 116",Approach
"SWISS 672, report established localizer runway 26L",Approach
"SWISS 672, established localizer",Approach
"Austrian Airlines 445, cleared approach, contact Tower 118.300",Approach
"Cleared approach, contact Tower 118.300, Austrian Airlines 445",Approach
"Brussels Airlines 223, maintain 3500 feet, sequencing traffic",Approach
"Maintaining 3500 feet, Brussels Airlines 223",Approach
"Eurowings 334, speed 170 knots, cleared ILS approach runway 26L",Approach
"Speed 170 knots, cleared ILS 26L, Eurowings 334",Approach
"Lufthansa 901, minimums 500 feet, runway in sight",Approach
"Lufthansa 901, cleared visual approach runway 26L",Approach
"Cleared visual approach runway 26L, Lufthansa 901",Approach
"Air France 556, continue approach, landing clearance will be issued shortly",Approach
"Continue approach, Air France 556",Approach
"British Airways 778, report outer marker",Approach
"British Airways 778, outer marker inbound",Approach
"KLM 990, cleared circling approach runway 26L, maintain visual contact",Approach
"Cleared circling approach runway 26L, KLM 990",Approach
"Turkish Airlines 445, execute missed approach, climb to 3000 feet",Approach
"Going around, climbing to 3000 feet, Turkish Airlines 445",Approach
"SAS 667, cleared for the approach, maintain 2000 feet until established",Approach
"Cleared for approach, maintain 2000 feet, SAS 667",Approach
"Lufthansa 112, turn left heading 180, base leg runway 26L",Approach
"Left heading 180, base leg, Lufthansa 112",Approach
"SWISS 889, final approach speed 140 knots",Approach
"Final approach speed 140 knots, SWISS 889",Approach
"Austrian Airlines 334, report field in sight",Approach
"Austrian Airlines 334, field in sight",Approach
"Eurowings 567, cleared contact approach, maintain visual separation",Approach
"Cleared contact approach, Eurowings 567",Approach
"Lufthansa 778, on long final runway 26L, number 2 to land",Approach
"Lufthansa 778, continue, traffic on short final",Approach
"Continue approach, Lufthansa 778",Approach
"Air France 990, report 5 mile final",Approach
"Air France 990, 5 mile final",Approach
"British Airways 223, cleared ILS approach runway 26L, maintain 2500 feet until glidepath",Approach
"Cleared ILS 26L, maintain 2500 feet, British Airways 223",Approach
"KLM 445, established on localizer, descending through 2000 feet",Approach
"KLM 445, cleared to land runway 26L, wind 270 degrees 10 knots",Approach
"Cleared to land runway 26L, KLM 445",Approach
"Turkish Airlines 778, going around, windshear on final",Approach
"Turkish Airlines 778, roger, climb to 4000 feet, heading 360",Approach
"Climbing to 4000 feet, heading 360, Turkish Airlines 778",Approach
"SAS 112, cleared for the visual approach runway 26L, follow A320 on base leg",Approach
"Cleared visual 26L, following traffic, SAS 112",Approach
"Lufthansa 334, report established on final",Approach
"Lufthansa 334, established final runway 26L",Approach
"SWISS 556, cleared land runway 26L, caution wake turbulence preceding heavy aircraft",Approach
"Cleared land runway 26L, SWISS 556",Approach
"Austrian Airlines 778, short final runway 26L",Approach
"Austrian Airlines 778, cleared to land runway 26L",Approach
"Cleared to land, Austrian Airlines 778",Approach
clear to land.,Approach
Yeah. Gear down,Approach
"3.2 miles from touchdown on profile, check.",Approach
Approaching 25L.. Check.,Approach
"Transponder on change, 4,000, 4,000, 4,000, QNH.",Approach
"After Charlie Delta Papa, we require start reducing speed now.",Approach
"Eurowings 1 Hostel Romeo, descend altitude 5000 feet, QNH 1016, turn right heading 240 degrees.",Approach
"Right heading 240 and we descent, altitude 5000, QNH 1016, Eurowings 1 Hotel Romeo",Approach
"JetBlue 234, descent altitude 4000 feet on QNH 1013.",Approach
"Lufthansa 456, Munich Approach, descend to 4000 feet, QNH 1012, vectoring ILS runway 26L",Approach
"Alitalia 123, blue. Set QNH 1012.",Approach
"QNH 1013, cross check, passing 8000 feet.",Approach
"Descend to 6000, QNH 1014",Approach
"Passing transition level, set local QNH",Approach
"Brussels Airlines 334, descend to 9000 feet, QNH 1013",Approach
"Descend to  9000 feet, QNH 1013, Brussels Airlines 334",Approach
"Lufthansa 4 Alpha Tango, descend altitude 6000 feet, QNH 1017, turn left heading 210 degrees.",Approach
"Left heading 210 and we descend, altitude 6000, QNH 1017, Lufthansa 4 Alpha Tango",Approach
"Lufthansa 9 Charlie Mike, maintain altitude 4000 feet, reduce speed to 180 knots.",Approach
"Maintaining 4000 feet and reducing to 180 knots, Lufthansa 9 Charlie Mike",Approach
"Lufthansa 2 Delta Sierra, descend altitude 5000 feet, QNH 1015, turn right heading 250 degrees.",Approach
"Right heading 250 and descending 5000 feet, QNH 1015, Lufthansa 2 Delta Sierra",Approach
"Lufthansa 7 Bravo Kilo, continue descent to 3000 feet, QNH 1018, report established on localizer.",Approach
"Descending 3000 feet, QNH 1018, will report localizer, Lufthansa 7 Bravo Kilo",Approach
"Lufthansa 3 Echo Juliet, descend altitude 7000 feet, turn left heading 180 degrees for vectors to ILS.",Approach
"Left heading 180, descending 7000, Lufthansa 3 Echo Juliet",Approach
"If you want to, you can start with the approach checklist.",Approach
"Yes sir, approach, bar reference.",Approach
"QNH 1016.. QNH 1016, seat belts.",Approach
"Lufthansa 4 Alpha Sierra, proceed heading 270 degrees, cleared ILS 2 approach, runway 24 left.",Approach
"Heading 270 degrees and cleared ILS 2 for runway 24 left, Lufthansa 4 Alpha Sierra.",Approach
"Lufthansa 8 Bravo Juliet, turn left heading 190 degrees, descend altitude 4000 feet, QNH 1015.",Approach
"Left heading 190, descending 4000 feet QNH 1015, Lufthansa 8 Bravo Juliet.",Approach
"Lufthansa 2 Charlie Kilo, reduce speed 180 knots, maintain altitude 3000 feet.",Approach
"Reducing to 180 knots and maintaining 3000 feet, Lufthansa 2 Charlie Kilo.",Approach
"Lufthansa 7 Delta Mike, cleared localizer approach runway 22, report established.",Approach
"Cleared localizer 22 and will report established, Lufthansa 7 Delta Mike.",Approach
"Lufthansa 5 Echo November, turn right heading 310 degrees, descend altitude 3500 feet.",Approach
"Right heading 310, descending 3500 feet, Lufthansa 5 Echo November.",Approach
"OK, Joachim, we descend altitude 3000 feet, we turn right heading 265 and we clear ILS approach runway 2 for left.",Approach
Then gear down and clear auto flight,Approach
"QNH 1016, Etihad 901, turn right heading 330.",Approach
"Right heading 330, Etihad 901.",Approach
"QNH 1016.. 1016 set, passing 6,000, descending 5,000.",Approach
"Frankfurt, arrival, 11T, cleared for 119R.",Approach
Aircraft touches down on runway,Landing
Thrust reversers deployed,Landing
Aircraft decelerating on runway,Landing
Vacating runway at taxiway exit,Landing
Aircraft taxiing to gate after landing,Landing
Ground crew providing marshalling signals,Landing
Parking brake set at gate,Landing
Passengers remain seated during taxi-in,Landing
Engines shut down at gate,Landing
Aircraft door opened by crew,Landing
"On glideslope, on localizer",Landing
"Runway in sight, landing assured",Landing
"50 feet, 40, 30, 20, 10",Landing
Main gear touchdown,Landing
Reverse thrust deployed,Landing
Spoilers armed for landing,Landing
Smooth touchdown achieved,Landing
Decelerating on runway,Landing
Cleared to exit via taxiway,Landing
Vacating runway,Landing
Landing roll complete,Landing
Welcome to destination airport,Landing
Aircraft safely on ground,Landing
Braking action normal,Landing
Engine power at idle for landing,Landing
"50, 40, 30, 20, 10.",Landing
"Fifty, forty, thirty, twenty, ten.",Landing
"Speedbrake, reverse.",Landing
"Retard, retard",Landing
Retard,Landing
"Spoiler, reverse",Landing
Spoiler,Landing
Brake low,Landing
Manual breaking.,Landing
Auto break off,Landing
Vacate left via [MASK],Landing
Vacate right via [MASK],Landing
Speed breaks up,Landing
Reverse thrust normal,Landing
60 knots,Landing
Sixty knots,Landing
"Main gear contact, runway 27L",Landing
Nose wheel touchdown,Landing
Spoilers deployed automatically,Landing
Reverse thrust selected,Landing
Autobrakes engaged,Landing
Decelerating through 80 knots,Landing
"Passing 60 knots, exiting runway",Landing
Taxiway Charlie 3 ahead,Landing
Cleared to vacate via taxiway Bravo,Landing
Turning off at high-speed exit,Landing
Reverse thrust stowed,Landing
Spoilers retracted,Landing
"Autobrakes off, manual braking",Landing
"Passing 40 knots, slowing",Landing
Aircraft under tower control,Landing
Contact ground point niner,Landing
Switching to ground frequency,Landing
All wheels on runway,Landing
Positive runway contact,Landing
Braking effectively,Landing
Runway surface dry,Landing
Good braking action reported,Landing
Decelerating normally,Landing
Passing 100 knots in landing roll,Landing
"70 knots, maintaining centerline",Landing
"50 knots, approaching taxiway",Landing
"30 knots, preparing to turn off",Landing
Exiting runway at next taxiway,Landing
Cleared to gate via taxiway Mike,Landing
Follow-me truck in sight,Landing
Marshaller guiding to parking,Landing
Approaching gate position,Landing
Parking stand 45 ahead,Landing
Chocks ready for placement,Landing
Engines spooling down,Landing
Cabin crew prepare for arrival,Landing
Passengers remain seated,Landing
Seatbelt sign remains on,Landing
Parking checklist in progress,Landing
Shutdown sequence initiated,Landing
"Munich Tower, Lufthansa 456, final runway 26L",Landing
"Lufthansa 456, cleared to land runway 26L, wind 260 degrees 10 knots",Landing
"Cleared to land runway 26L, Lufthansa 456",Landing
"SWISS 789, cleared to land runway 26L, wind 270 degrees 8 knots",Landing
"Cleared to land runway 26L, SWISS 789",Landing
"Austrian Airlines 112, cleared to land runway 26L, caution wake turbulence preceding heavy A380",Landing
"Cleared to land runway 26L, Austrian Airlines 112",Landing
"Brussels Airlines 334, cleared to land runway 26L, wind 250 degrees 12 knots",Landing
"Cleared to land runway 26L, Brussels Airlines 334",Landing
"Eurowings 567, cleared to land runway 26L, runway wet",Landing
"Cleared to land runway 26L, Eurowings 567",Landing
"Lufthansa 891, cleared to land runway 26L, wind variable 3 knots",Landing
"Cleared to land runway 26L, Lufthansa 891",Landing
"Air France 223, cleared to land runway 26L, no delay",Landing
"Cleared to land runway 26L, Air France 223",Landing
"British Airways 445, cleared to land runway 26L, wind 280 degrees 15 knots",Landing
"Cleared to land runway 26L, British Airways 445",Landing
"KLM 667, cleared to land runway 26L, braking action reported good",Landing
"Cleared to land runway 26L, KLM 667",Landing
"Iberia 889, cleared to land runway 26L, wind 265 degrees 5 knots",Landing
"Cleared to land runway 26L, Iberia 889",Landing
"Turkish Airlines 556, cleared to land runway 26L, caution birds near runway",Landing
"Cleared to land runway 26L, Turkish Airlines 556",Landing
"SAS 778, cleared to land runway 26L, wind 255 degrees 20 knots",Landing
"Cleared to land runway 26L, SAS 778",Landing
"TAP Air Portugal 990, cleared to land runway 26L, preceding aircraft vacating runway",Landing
"Cleared to land runway 26L, TAP 990",Landing
"Lufthansa 234, cleared to land runway 26L, wind gusting 25 knots",Landing
"Cleared to land runway 26L, Lufthansa 234",Landing
"Eurowings Discover 116, cleared to land runway 26L, no reported braking action",Landing
"Cleared to land runway 26L, Eurowings Discover 116",Landing
"SWISS 672, cleared to land runway 26L, wind 275 degrees 18 knots",Landing
"Cleared to land runway 26L, SWISS 672",Landing
"Austrian Airlines 445, cleared to land runway 26L, runway 26L",Landing
"Cleared to land runway 26L, Austrian Airlines 445",Landing
"Brussels Airlines 223, cleared to land runway 26L, traffic holding short",Landing
"Cleared to land runway 26L, Brussels Airlines 223",Landing
"Eurowings 334, cleared to land runway 26L, wind calm",Landing
"Cleared to land runway 26L, Eurowings 334",Landing
"Lufthansa 901, cleared to land runway 26L, report vacated",Landing
"Cleared to land runway 26L, will report vacated, Lufthansa 901",Landing
"Air France 556, cleared to land runway 26L, crosswind 15 knots",Landing
"Cleared to land runway 26L, Air France 556",Landing
"British Airways 778, cleared to land runway 26L, wind 260 degrees 10 knots gusting 20",Landing
"Cleared to land runway 26L, British Airways 778",Landing
"KLM 990, cleared to land runway 26L, runway conditions dry",Landing
"Cleared to land runway 26L, KLM 990",Landing
"Turkish Airlines 445, cleared to land runway 26L, continue approach",Landing
"Cleared to land runway 26L, Turkish Airlines 445",Landing
"SAS 667, cleared to land runway 26L, wind 270 degrees 12 knots",Landing
"Cleared to land runway 26L, SAS 667",Landing
"Lufthansa 112, cleared to land runway 26L, caution construction equipment right side",Landing
"Cleared to land runway 26L, Lufthansa 112",Landing
"SWISS 889, cleared to land runway 26L, wind 285 degrees 5 knots",Landing
"Cleared to land runway 26L, SWISS 889",Landing
"Austrian Airlines 334, cleared to land runway 26L, traffic on parallel runway",Landing
"Cleared to land runway 26L, Austrian Airlines 334",Landing
"Eurowings 567, cleared to land runway 26L, report when clear",Landing
"Cleared to land runway 26L, will report clear, Eurowings 567",Landing
"Lufthansa 778, cleared to land runway 26L, wind 275 degrees 15 knots",Landing
"Cleared to land runway 26L, Lufthansa 778",Landing
"Air France 990, cleared to land runway 26L, no tailwind",Landing
"Cleared to land runway 26L, Air France 990",Landing
"British Airways 223, cleared to land runway 26L, runway lights on high intensity",Landing
"Cleared to land runway 26L, British Airways 223",Landing
"KLM 445, cleared to land runway 26L, wind 265 degrees 8 knots",Landing
"Cleared to land runway 26L, KLM 445",Landing
"Turkish Airlines 778, cleared to land runway 26L, preceding aircraft clear of runway",Landing
"Cleared to land runway 26L, Turkish Airlines 778",Landing
"SAS 112, cleared to land runway 26L, wind 260 degrees 10 knots",Landing
"Cleared to land runway 26L, SAS 112",Landing
"Lufthansa 334, cleared to land runway 26L, caution wet patches on runway",Landing
"Cleared to land runway 26L, Lufthansa 334",Landing
"SWISS 556, cleared to land runway 26L, wind 270 degrees 6 knots",Landing
"Cleared to land runway 26L, SWISS 556",Landing
"Austrian Airlines 778, cleared to land runway 26L, runway 26L cleared to land",Landing
"Cleared to land runway 26L, Austrian Airlines 778",Landing
Land.. Minimum.. Continue,Landing
200.. 100.. Runway 4069,Landing
Spoiler alert. Reverse green.,Landing
Spoiler deployed.,Landing
Spoilers,Landing
Spoilers are being deployed,Landing
Spoilers are engaged.,Landing
Spoilers are active,Landing
Spoilers are actived,Landing
50.. 40.. 30.,Landing
20.. 10.. Speed brakes up.,Landing
50.. 40.,Landing
30.. 20.. 10.. Speed brakes up.,Landing
"Fifty, forty, thirty.",Landing
"Twenty, ten.. Speed brakes up.",Landing
"Fifty, forty.",Landing
thirty.. Twenty.. ten.. Speed brakes up.,Landing
Approaching Minimums.. Minimums.,Landing
Continue.. 100.. 50.,Landing
40.. 30.. 20.. 10..,Landing
Turn the brakes.,Landing
500. Stable.. Check.,Landing
1000 feet.. checked,Landing
one thousand feet.. checked.,Landing
500 feet.. checked,Landing
500.. checked,Landing
five hundred feet checked,Landing
Cleared to taxi to gate via taxiway alpha,Taxi-in
Vacating runway and proceeding to terminal,Taxi-in
Following ground control instructions to gate,Taxi-in
Taxiing at slow speed to parking stand,Taxi-in
Passing other aircraft on taxiway to gate,Taxi-in
Marshaller guiding aircraft to parking position,Taxi-in
Approaching assigned gate number [MASK],Taxi-in
Ground crew waiting at parking stand,Taxi-in
Turning onto final approach to gate,Taxi-in
Stopping at parking position with guidance,Taxi-in
"OK, we don't have the gate",Taxi-in
Contact ground,Taxi-in
"Ground point [MASK], the other side",Taxi-in
"Ground on the other side, [MASK]",Taxi-in
What's your gate?,Taxi-in
"[MASK], what's your gate?",Taxi-in
"We've got the gate, we have the contact",Taxi-in
"[MASK], [MASK] Ground, which gate?",Taxi-in
After landing checklist,Taxi-in
After landing checklist complete,Taxi-in
"Cross [MASK], hold short",Taxi-in
Just hold short of Bravo for a moment,Taxi-in
"Taxi to gate Alpha [MASK], [MASK].",Taxi-in
Holding short of gate [MASK].,Taxi-in
Switching to company.,Taxi-in
Can we get the company frequency?,Taxi-in
"Tower, [MASK], our gate is [MASK]",Taxi-in
"Tower, [MASK], gate is Sierra [MASK]",Taxi-in
Stand is [MASK],Taxi-in
Cleared to gate via taxiway Bravo and Charlie,Taxi-in
"Vacated runway, contacting ground control",Taxi-in
Proceeding to stand 45 via inner taxiway,Taxi-in
Following yellow taxi lines to terminal,Taxi-in
Marshaller visible at gate position,Taxi-in
"Approaching gate B12, slowing to stop",Taxi-in
Ground crew with wands guiding parking,Taxi-in
Holding short of taxiway Delta for traffic,Taxi-in
Crossing runway 31L with tower approval,Taxi-in
Passing midfield terminal building,Taxi-in
Taxi speed 10 knots in ramp area,Taxi-in
"Approaching concourse C, gate C27",Taxi-in
"Ground control, request gate assignment",Taxi-in
Standby for gate availability,Taxi-in
Gate change to B18 approved,Taxi-in
Follow the blue follow-me truck,Taxi-in
Marshaller signaling stop position,Taxi-in
Parking brakes set at gate,Taxi-in
Chocks being placed,Taxi-in
Ground power unit connected,Taxi-in
Passenger bridge moving into position,Taxi-in
Baggage carts approaching aircraft,Taxi-in
Fuel truck standing by at gate,Taxi-in
Cabin crew preparing for arrival,Taxi-in
Doors to manual for arrival,Taxi-in
Parking checklist in progress,Taxi-in
All systems normal after landing,Taxi-in
APU start for ground operations,Taxi-in
Engines shutdown sequence initiated,Taxi-in
Ground services connected at gate,Taxi-in
"Vacated runway, contacting ground",Taxi-in
Taxiing to gate via taxiway Bravo,Taxi-in
Following yellow taxi lines to terminal,Taxi-in
Proceeding to stand via inner taxiway,Taxi-in
Taxi speed 10 knots in ramp area,Taxi-in
Crossing runway 12 with approval,Taxi-in
Hold short of taxiway Delta for traffic,Taxi-in
Follow-me truck in sight,Taxi-in
Marshaller visible at gate position,Taxi-in
Approaching concourse C,Taxi-in
Passing midfield terminal building,Taxi-in
"Ground control, request gate assignment",Taxi-in
Gate change to B18 approved,Taxi-in
Standby for gate availability,Taxi-in
"Taxi via Foxtrot, Golf, Juliet",Taxi-in
Continue via Foxtrot to stand 17,Taxi-in
Crossing runway at Foxtrot as briefed,Taxi-in
Take next left onto Golf,Taxi-in
Follow blue follow-me truck,Taxi-in
Taxi instructions acknowledged,Taxi-in
"Munich Tower, Lufthansa 456, runway vacated",Taxi-in
"Lufthansa 456, contact Ground 121.700",Taxi-in
"Contact Ground 121.700, Lufthansa 456",Taxi-in
"Munich Ground, Lufthansa 456, runway vacated",Taxi-in
"Lufthansa 456, Munich Ground, taxi to stand A12 via taxiway Bravo, Charlie, Mike",Taxi-in
"Taxi to stand A12 via Bravo, Charlie, Mike, Lufthansa 456",Taxi-in
"SWISS 789, taxi to gate B7 via taxiway Alpha, hold short of runway 08R",Taxi-in
"Taxi to gate B7 via Alpha, hold short runway 08R, SWISS 789",Taxi-in
"Austrian Airlines 112, follow the yellow follow-me truck to stand C5",Taxi-in
"Following follow-me truck to stand C5, Austrian Airlines 112",Taxi-in
"Brussels Airlines 334, taxi via taxiway Delta, Echo to remote stand 45",Taxi-in
"Taxi via Delta, Echo to stand 45, Brussels Airlines 334",Taxi-in
"Eurowings 567, cross runway 25L at taxiway Golf, then to stand D8",Taxi-in
"Cross runway 25L at Golf, to stand D8, Eurowings 567",Taxi-in
"Lufthansa 891, taxi to maintenance area via taxiway Juliet, Kilo",Taxi-in
"Taxi to maintenance via Juliet, Kilo, Lufthansa 891",Taxi-in
"Air France 223, hold position, give way to departing traffic",Taxi-in
"Holding position, Air France 223",Taxi-in
"British Airways 445, taxi speed 10 knots in apron area",Taxi-in
"Taxi speed 10 knots, British Airways 445",Taxi-in
"KLM 667, continue taxi, follow Lufthansa A321 to terminal",Taxi-in
"Continue taxi, following Lufthansa A321, KLM 667",Taxi-in
"Iberia 889, turn left next intersection onto taxiway Lima",Taxi-in
"Turn left onto Lima, Iberia 889",Taxi-in
"Turkish Airlines 556, taxi via inner taxiway to gate A15",Taxi-in
"Taxi via inner taxiway to A15, Turkish Airlines 556",Taxi-in
"SAS 778, hold short of taxiway Charlie for crossing traffic",Taxi-in
"Hold short of Charlie, SAS 778",Taxi-in
"TAP Air Portugal 990, gate change to B22, taxi via taxiway Foxtrot",Taxi-in
"Gate change to B22 via Foxtrot, TAP 990",Taxi-in
"Lufthansa 234, marshaller waiting at stand C10",Taxi-in
"Marshaller at C10, Lufthansa 234",Taxi-in
"Eurowings Discover 116, taxi to de-icing pad 3 first",Taxi-in
"Taxi to de-icing pad 3, Eurowings Discover 116",Taxi-in
"SWISS 672, proceed to remote parking stand 67",Taxi-in
"Proceed to stand 67, SWISS 672",Taxi-in
"Austrian Airlines 445, taxi via high-speed taxiway November",Taxi-in
"Taxi via November, Austrian Airlines 445",Taxi-in
"Brussels Airlines 223, give way to emergency vehicle on your right",Taxi-in
"Give way to emergency vehicle, Brussels Airlines 223",Taxi-in
"Eurowings 334, taxi via outer perimeter taxiway to cargo area",Taxi-in
"Taxi via perimeter to cargo, Eurowings 334",Taxi-in
"Lufthansa 901, follow ground staff instructions to hard stand",Taxi-in
"Following ground staff, Lufthansa 901",Taxi-in
"Air France 556, taxi to VIP terminal via taxiway Papa",Taxi-in
"Taxi to VIP via Papa, Air France 556",Taxi-in
"British Airways 778, hold position at holding point Bravo",Taxi-in
"Hold at Bravo, British Airways 778",Taxi-in
"KLM 990, continue present heading to gate A8",Taxi-in
"Continue present heading to A8, KLM 990",Taxi-in
"Turkish Airlines 445, taxi via shortest route to stand B15",Taxi-in
"Taxi shortest route to B15, Turkish Airlines 445",Taxi-in
"SAS 667, expedite taxi, aircraft following",Taxi-in
"Expediting taxi, SAS 667",Taxi-in
"Lufthansa 112, taxi with caution, construction work ahead",Taxi-in
"Taxiing with caution, Lufthansa 112",Taxi-in
"SWISS 889, turn right next intersection onto taxiway Quebec",Taxi-in
"Turn right onto Quebec, SWISS 889",Taxi-in
"Austrian Airlines 334, follow the blue follow-me vehicle",Taxi-in
"Following blue follow-me vehicle, Austrian Airlines 334",Taxi-in
"Eurowings 567, taxi via taxiway Sierra, Romeo to gate D12",Taxi-in
"Taxi via Sierra, Romeo to D12, Eurowings 567",Taxi-in
"Lufthansa 778, hold short of active runway 26L",Taxi-in
"Hold short of runway 26L, Lufthansa 778",Taxi-in
"Air France 990, cross runway 08R at taxiway Tango",Taxi-in
"Cross runway 08R at Tango, Air France 990",Taxi-in
"British Airways 223, taxi to hangar 4 via taxiway Uniform",Taxi-in
"Taxi to hangar 4 via Uniform, British Airways 223",Taxi-in
"KLM 445, proceed direct to gate C7, no delay",Taxi-in
"Proceed direct to C7, KLM 445",Taxi-in
"Turkish Airlines 778, taxi via parallel taxiway to international terminal",Taxi-in
"Taxi via parallel to international terminal, Turkish Airlines 778",Taxi-in
"SAS 112, hold position for aircraft pushback",Taxi-in
"Holding for pushback, SAS 112",Taxi-in
"Lufthansa 334, continue to stand A5, marshaller guiding",Taxi-in
"Continue to A5, Lufthansa 334",Taxi-in
"SWISS 556, taxi via taxiway Victor, Whiskey to business aviation",Taxi-in
"Taxi via Victor, Whiskey to business aviation, SWISS 556",Taxi-in
"Austrian Airlines 778, follow taxiway centerline to gate B9",Taxi-in
"Follow centerline to B9, Austrian Airlines 778",Taxi-in
After landing checklist.,Taxi-in
"First left, Echo 1, 4.",Taxi-in
"CR11.. OK.. OK, after landing checklist, main deck flow is normal.",Taxi-in
After landing checklist complete.,Taxi-in
"412.454, roger.. Taxi Lima 3.",Taxi-in
"Lima 3, 412.454.",Taxi-in
Clear light. Clear left,Taxi-in
"Right side clear, left side clear.",Taxi-in
"Alaska 632. Ground from A631, we are at PAPA, just cleared runway 16L",Taxi-in
"Ground, Air Dolomiti 184, from stand G2, at PAPA, ready for taxi, runway 16L.",Taxi-in
"Ground, Brussels 213, from gate F3, at PAPA, ready for taxi, runway 16L.",Taxi-in
"Ground, Austrian 66, from stand E8, at PAPA, ready to taxi, runway 16L.",Taxi-in
"Ground, Swiss 117, from gate D14, at PAPA, requesting taxi, runway 16L.",Taxi-in
"Alaska 632. Ground from A631, we are at PAPA, just cleared runway 16L",Taxi-in
"Ground, Air Dolomiti 184, from stand G2, at PAPA, ready for taxi, runway 16R.",Taxi-in
"Ground, Brussels 213, from gate F3, at PAPA, ready for taxi, runway 17C.",Taxi-in
"Ground, Austrian 66, from stand E8, at PAPA, ready to taxi, runway 15R.",Taxi-in
"Ground, Lufthansa 431, from gate A21, at PAPA, ready to taxi, runway 17L.",Taxi-in
"Ground, Lufthansa CityLine 2487, from stand B12, at PAPA, ready for taxi, runway 16R.",Taxi-in
"Ground, Eurowings 92F, from stand C5, holding short at PAPA, ready to taxi for 16L.",Taxi-in
"Ground, Swiss 117, from gate D14, at PAPA, requesting taxi, runway 17R.",Taxi-in
"Chocks in position, parking brake set",Parking
Engines shutdown at gate position,Parking
Passenger disembarkation in progress,Parking
Ground power unit connected,Parking
Baggage unloading commenced,Parking
Aircraft secured at gate,Parking
Jet bridge connected to aircraft,Parking
Post flight checks being performed,Parking
Crew completing parking checklist,Parking
Refueling process beginning at stand,Parking
